"Project ID","Compliance Program ID (ARB or Ecology)","Project Developer","Project Name","Project Type","Project Methodology/Protocol","Initial Crediting Period Start Date","Current Crediting Period Start Date","Current Crediting Period End Date","Voluntary Status","Compliance Program Status (ARB or Ecology)","Project Status Date","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Current VVB","ACR Project Validation","Total Number of Credits Registered ","Documents","Project Website",
"ACR807","CAMM5807","Keyrock Energy LLC","Shoal Creek Mine Methane Incineration Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","11/23/2021","11/23/2021","03/31/2032","N/A","Transferred ARB or Ecology Project","12/31/2024","Northport","ALABAMA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Dillon Consulting Limited","N/A","120166","View","",
"ACR964","N/A","Weyerhaeuser NR Company","Shumaker IFM Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","01/01/2024","01/01/2024","12/31/2043","Listed","Not ARB or Ecology Eligible","01/23/2024","Southeast Arkansas","ARKANSAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","","","View","",
"ACR1052","N/A","Pingree Associates, Inc.","Silva Fortis","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","07/14/2022","07/14/2022","07/13/2042","Listed","Not ARB or Ecology Eligible","06/25/2024","Aroostook, Franklin, Oxford, Piscataquis, and Somerset Counties","MAINE","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc.","","","View","",
"ACR1058","N/A","1260","Silver Butte Family Forest Carbon Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","05/01/2024","05/01/2024","04/30/2044","Listed","Not ARB or Ecology Eligible","07/24/2024","Riddle, OR","OREGON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","","","View","",
"ACR1208","N/A","Manulife Investment Management Timberland and Agriculture Inc","Siscowet IFM Carbon offset Project, Manulife IM","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","10/24/2024","10/24/2024","10/23/2044","Listed","Not ARB or Ecology Eligible","09/25/2025","Marquette, Michigan","MICHIGAN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","","","View","https://www.manulifeim.com/timberland-agriculture/global/en/carbon-credit",
"ACR1157","N/A","Loci Controls, Inc.","Sonoma County Central Disposal Site, Petaluma, CA: GHG Emission Reduction Automation Collection of Landfill Gas","Landfill Gas Capture & Combustion","Landfill Gas Destruction and Beneficial Use Projects","12/01/2023","12/01/2023","11/30/2033","Listed","Not ARB or Ecology Eligible","06/11/2025","Petaluma, CA","CALIFORNIA","US","03: Good Health and Well-Being;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","","View","",
"ACR1054","N/A","EFM Investments & Advisory, Inc.","Sooes Dickey IFM Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","01/01/2023","01/01/2023","12/31/2042","Registered","Not ARB or Ecology Eligible","10/17/2025","Clallam County","WASHINGTON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","S&A Carbon, LLC","187061","View","",
"ACR730","N/A","Loci Controls, Inc.","South Wake Landfill, Apex, Wake County NC: GHG Emissions Reduction Automated Collection of Landfill Gas","Landfill Gas Capture & Combustion","Landfill Gas Destruction and Beneficial Use Projects","01/01/2022","01/01/2022","12/31/2031","Registered","Not ARB or Ecology Eligible","06/21/2023","Apex, NC","NORTH CAROLINA","US","03: Good Health and Well-Being;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","22161","View","",
"ACR1084","N/A","Sparq Renewables, LLC","Sparq Renewables Okmulgee Orphaned Well Restoration","Industrial Process Emissions","Plugging Orphan Oil and Gas Wells in the U.S. and Canada","01/10/2025","01/10/2025","01/09/2045","Listed","Not ARB or Ecology Eligible","08/30/2024","Okmulgee County","OKLAHOMA","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.","","","View","http://sparqrenew.com/",
"ACR1153","N/A","Zefiro Methane Corp.","Spindletop","Industrial Process Emissions","Plugging Orphan Oil and Gas Wells in the U.S. and Canada","07/14/2025","07/14/2025","08/31/2045","Listed","Not ARB or Ecology Eligible","04/16/2025","Custer County, OK","OKLAHOMA","US","03: Good Health and Well-Being;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","","","","View","",
"ACR1029","N/A","SPP Montana, LLC","SPP Lost Trail IFM","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","02/10/2023","02/10/2023","02/09/2043","Registered","Not ARB or Ecology Eligible","01/08/2026","Flathead County","MONTANA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","57589","View","",
"ACR591","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Alpha","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2019","01/01/2019","12/31/2068","Completed","Not ARB or Ecology Eligible","07/26/2022","Mesa","ARIZONA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","200854","View","",
"ACR620","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Alpha 2","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2020","01/01/2020","12/31/2069","Completed","Not ARB or Ecology Eligible","07/26/2022","Mesa, AZ","ARIZONA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","306412","View","",
"ACR768","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Alpha 3","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2021","01/01/2021","12/31/2070","Completed","Not ARB or Ecology Eligible","12/27/2022","Mesa","ARIZONA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","212324","View","",
"ACR835","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Alpha 4","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2022","01/01/2022","12/31/2071","Completed","Not ARB or Ecology Eligible","08/29/2023","Mesa","ARIZONA","US","06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","239150","View","https://swdurethane.com/",
"ACR568","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Omega 2","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2019","01/01/2019","12/31/2068","Completed","Not ARB or Ecology Eligible","07/26/2022","Arlington, Texas and Boisbriand, Quebec","TEXAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","730969","View","",
"ACR976","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Omega 2023","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2023","01/01/2023","12/31/2072","Completed","Not ARB or Ecology Eligible","10/18/2024","Arlington","TEXAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","1304139","View","www.1stclimatesolutions.com",
"ACR977","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Omega 2023C","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2023","01/01/2023","12/31/2072","Completed","Not ARB or Ecology Eligible","10/18/2024","870 Boulevard du Cure-Boivin Boisbriand QC J7G 2A7 Canada","QUEBEC","CA","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","131409","View","www.1stclimatesolutions.com",
"ACR621","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Omega 3","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2020","01/01/2020","12/31/2069","Completed","Not ARB or Ecology Eligible","07/26/2022","Arlington","TEXAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","1610884","View","",
"ACR767","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Omega 4","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2021","01/01/2021","12/31/2070","Completed","Not ARB or Ecology Eligible","05/31/2023","3315 E. Division St., Arlington","TEXAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","804831","View","https://huntsmanbuildingsolutions.com/en-US/",
"ACR886","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Omega 4C","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2021","01/01/2021","12/31/2070","Completed","Not ARB or Ecology Eligible","05/31/2023","870 Boulevard du Cure-Boisbriand QC J7G 2A7 Canada","QUEBEC","CA","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","189460","View","www.1stclimatesolutions.com",
"ACR836","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Omega 5","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2022","01/01/2022","12/31/2071","Completed","Not ARB or Ecology Eligible","12/01/2023","Arlington","TEXAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","675572","View","",
"ACR887","N/A","Brian R. Anderson, Inc. DBA 1st Climate Solutions","Spray Foam Omega 5C","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2022","01/01/2022","12/31/2071","Completed","Not ARB or Ecology Eligible","12/01/2023","870 Boulevard du Cure-Boisbriand QC J7G 2A7 Canada","QUEBEC","CA","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","154417","View","www.1stclimatesolutions.com",
"ACR581","N/A","The Nature Conservancy","Staten Island CA","Wetland Restoration","Restoration of California Deltaic and Coastal Wetlands","04/27/2019","04/27/2019","04/26/2059","Listed","Not ARB or Ecology Eligible","03/07/2022","San Joaquin County CA","CALIFORNIA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","","","View","",
"ACR323","CALS5323","3Degrees Group, Inc.","Statz B Farm Anaerobic Digester","Livestock Waste Management","ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems","03/01/2016","03/01/2016","06/30/2026","N/A","ARB Terminated","01/09/2025","5707 County Road Vv","WISCONSIN","US","02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","","N/A","35235","View","",
"ACR322","CALS5322","3Degrees Group, Inc.","Statz Bros. Home Farm Anaerobic Digester","Livestock Waste Management","ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems","06/14/2016","06/14/2016","06/30/2026","N/A","ARB Terminated","01/09/2025","Sun Prairie","WISCONSIN","US","02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","","N/A","20122","View","",
"ACR411","N/A","Steuben County DPW, Solid Waste Division","Steuben County Bath Landfill GHG Offset Project","Landfill Gas Capture & Combustion","Landfill Gas Destruction and Beneficial Use Projects","06/01/2018","06/01/2018","05/31/2028","Registered","Not ARB or Ecology Eligible","04/10/2018","The project is located in a rural area on 5642 Turnpike Road in the Town of Bath, New York in Steuben County.","NEW YORK","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","First Environment, Inc.","348869","View","https://www.steubencountyny.gov/",
"ACR127","N/A","Environmental Capital LLC","Steuben County DPW LFG","Landfill Gas Capture & Combustion","Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion","06/01/2005","06/01/2005","05/31/2012","Completed","Not ARB or Ecology Eligible","05/01/2012","Bath","NEW YORK","US","","First Environment, Inc.","","129180","View","",
"ACR981","N/A","1160","Stimson Montana Forestlands Carbon Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","04/08/2024","04/08/2024","04/07/2044","Listed","Not ARB or Ecology Eligible","03/05/2024","Montana","MONTANA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","","","View","www.stimsonlumber.com",
"ACR187","N/A","W. M. Beaty & Associates, Inc.","Storrie Fire Reforestation","Forest Carbon","Climate Action Reserve Forest Project Protocol","05/01/2001","05/01/2001","04/30/2101","Inactive","Not ARB or Ecology Eligible","12/14/2018","Chester","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","","","View","www.wmbeaty.com",
"ACR245","CAFR5187","W. M. Beaty & Associates, Inc.","Storrie Fire Reforestation Compliance Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","01/01/2015","01/01/2015","12/31/2039","N/A","ARB Inactive","09/13/2023","Chester","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc.","N/A","","View","www.wmbeaty.com",
"ACR128","N/A","Biogas Energy Solutions","Streator LFG to Energy","Landfill Gas Capture & Combustion","Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion","12/01/1999","12/01/1999","07/01/2007","Completed","Not ARB or Ecology Eligible","05/01/2012","Streator","ILLINOIS","US","","ERT","","47150","View","",
"ACR776","N/A","Anew Environmental, LLC","Summit HFC Reclaim 2020","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","07/01/2020","07/01/2020","06/30/2035","Completed","Not ARB or Ecology Eligible","06/09/2023","8541 East North Belt Humble, Texas 7739","TEXAS","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","90374","View","",
"ACR829","N/A","Anew Environmental, LLC","Summit HFC Reclaim 2021","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","01/19/2021","01/19/2021","01/18/2036","Completed","Not ARB or Ecology Eligible","05/31/2024","8541 East North Belt Humble, Texas 77396","TEXAS","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","134047","View","",
"ACR1049","N/A","Anew Environmental, LLC","Summit HFC Reclaim 2022","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","06/01/2022","06/01/2022","05/31/2037","Completed","Not ARB or Ecology Eligible","06/30/2025","8541 East North Belt Humble, Texas 77396","TEXAS","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","128198","View","",
"ACR1179","N/A","Anew Environmental, LLC","Summit HFC Reclaim 2023","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","11/01/2023","11/01/2023","10/31/2038","Completed","Not ARB or Ecology Eligible","01/28/2026","8541 East North Belt Humble, Texas 77396","TEXAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","148248","View","",
"ACR1180","N/A","Anew Environmental, LLC","Summit HFC Reclaim 2024","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","01/01/2024","01/01/2024","12/31/2038","Listed","Not ARB or Ecology Eligible","06/23/2025","8541 East North Belt Humble, Texas 77396","TEXAS","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","","","View","",
"ACR235","CALS5135","3Degrees Group, Inc.","Synergy Biogas, LLC","Livestock Waste Management","ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems","12/01/2014","12/01/2024","11/30/2034","N/A","Listed - Active ARB Project","02/05/2015","Wyoming","NEW YORK","US","02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Dillon Consulting Limited","N/A","48409","View","",
"ACR874","N/A","1116","TCT Meridian Northwest IFM","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","04/01/2023","04/01/2023","03/31/2043","Listed","Not ARB or Ecology Eligible","05/16/2023","Meridian, MS","MISSISSIPPI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc.","","","View","",
"ACR129","N/A","E+Co","Tecnosol Solar Electrification","Renewable Energy","Electricity generation by the user","01/01/1998","01/01/1998","12/31/2007","Completed","Not ARB or Ecology Eligible","05/01/2012","Nicaragua","","NI","","ERT","","3913","View","",
"ACR306","CAFR5256","Maine Audubon","The Audubon Borestone Mountain Carbon Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/27/2015","10/27/2015","10/26/2040","N/A","ARB Inactive","03/16/2023","Elliotsville","MAINE","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR308","CAFR5258","Bridgestone Americas, Inc.","The Bridgestone Chestnut Mountain Carbon Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/27/2015","10/27/2015","10/26/2040","N/A","ARB Inactive","10/30/2018","White County","TENNESSEE","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR309","CAFR5259","Caulk Island Land & Timber Co.","The Caulk Island Forest Carbon Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/29/2015","10/29/2015","10/29/2040","N/A","ARB Inactive","01/04/2023","Desha County","ARKANSAS","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR232","CALS5107","Camco Offsets I, LLC","The Dry Creek Dairy Biofactory Project","Livestock Waste Management","ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems","01/01/2015","01/01/2015","12/31/2024","N/A","ARB Terminated","06/17/2022","Hansen","IDAHO","US","02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Dillon Consulting Limited","N/A","298204","View","",
"ACR427","CAFR5427","The Nature Conservancy","The Nature Conservancy - Upper St. John Forest IFM Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","06/15/2018","06/15/2018","12/14/2042","N/A","Listed - Active ARB Project","06/15/2018","Somerset and Aroostook Counties","MAINE","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc.","N/A","1948400","View","",
"ACR647","N/A","The Nature Conservancy","The Nature Conservancy – Michigamme Highlands Carbon Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","05/26/2021","05/26/2021","05/25/2041","Registered","Not ARB or Ecology Eligible","11/28/2023","Baraga County","MICHIGAN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","257359","View","",
"ACR574","N/A","The Nature Conservancy","The Nature Conservancy Washington Rainforest Renewal Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","06/05/2020","06/05/2020","06/04/2040","Registered","Not ARB or Ecology Eligible","09/30/2021","Jefferson and Pacific Counties","WASHINGTON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc.","SCS Global Services (Scientific Certification Systems)","210897","View","",
"ACR983","N/A","1170","The Shamrock Ranch Sustainable Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","01/02/2023","01/02/2023","01/01/2043","Listed","Not ARB or Ecology Eligible","02/20/2024","40935 N Hwy 101, Laytonville","CALIFORNIA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","","","View","",
"ACR579","N/A","The University of Tennessee","The University of Tennessee Forest Resources AgResearch and Education Center Forest Carbon Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","11/26/2019","11/26/2019","11/25/2039","Registered","Not ARB or Ecology Eligible","08/26/2022","Anderson, Franklin, Morgan, Scott","TENNESSEE","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions","Aster Global Environmental Solutions","136682","View","",
"ACR1037","N/A","1217","Thompson Family Forest Restoration Carbon Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","01/04/2023","01/04/2023","01/03/2043","Registered","Not ARB or Ecology Eligible","04/07/2026","15 miles SE of Heppner, Oreogn","OREGON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","S&A Carbon, LLC","58747","View","",
"ACR441","N/A","The Nature Conservancy","TNC-Chestnut Mountain Improved Forest Management Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","06/05/2018","06/05/2018","06/04/2038","Registered","Not ARB or Ecology Eligible","11/14/2018","White County","TENNESSEE","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","Aster Global Environmental Solutions","381185","View","https://www.nature.org/en-us/about-us/where-we-work/united-states/tennessee/stories-in-tennessee/chestnut-mountain-a-gift-for-all-of-tennessee/",
"ACR893","N/A","Tradewater, LLC","Tradewater - Chile 1","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","07/09/2024","07/09/2024","07/08/2034","Completed","Not ARB or Ecology Eligible","09/26/2024","Saint-Vulbas","Auvergne-Rhone-Alps","FR","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","40402","View","",
"ACR1129","N/A","Tradewater, LLC","Tradewater - Middle East 1","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","02/07/2025","02/07/2025","02/06/2035","Completed","Not ARB or Ecology Eligible","06/30/2025","Saint-Vulbas","Auvergne-Rhone-Alps","FR","03: Good Health and Well-Being;06: Clean Water and Sanitation;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","261826","View","",
"ACR1194","N/A","Tradewater, LLC","Tradewater - Middle East 2","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","08/15/2025","08/15/2025","08/14/2035","Completed","Not ARB or Ecology Eligible","11/27/2025","Bramsche","Lower Saxony","DE","03: Good Health and Well-Being;06: Clean Water and Sanitation;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","SES, Inc.","SES, Inc.","161385","View","",
"ACR1215","N/A","Tradewater, LLC","Tradewater - Middle East 3","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","11/21/2025","11/21/2025","11/20/2035","Completed","Not ARB or Ecology Eligible","04/11/2026","Bramsche","Lower Saxony","DE","03: Good Health and Well-Being;06: Clean Water and Sanitation;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","SES, Inc.","SES, Inc.","154904","View","",
"ACR1231","N/A","Tradewater, LLC","Tradewater - Middle East 4","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","01/27/2026","01/27/2026","01/26/2036","Completed","Not ARB or Ecology Eligible","05/13/2026","Bramsche","Lower Saxony","DE","03: Good Health and Well-Being;06: Clean Water and Sanitation;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","SES, Inc.","SES, Inc.","163963","View","",
"ACR1232","N/A","Tradewater, LLC","Tradewater - Middle East 5","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","03/05/2026","03/05/2026","03/04/2036","Listed","Not ARB or Ecology Eligible","02/06/2026","Saint Vulbas","Auvergne-Rhone-Alps","FR","03: Good Health and Well-Being;06: Clean Water and Sanitation;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","SES, Inc.","","","View","",
"ACR1245","N/A","Tradewater, LLC","Tradewater - Middle East 6","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","05/18/2026","05/18/2026","05/17/2036","Listed","Not ARB or Ecology Eligible","04/08/2026","Bramsche","Lower Saxony","DE","03: Good Health and Well-Being;06: Clean Water and Sanitation;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","SES, Inc.","","","View","",
"ACR793","N/A","Tradewater, LLC","Tradewater - Saudi Arabia 1","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","12/03/2024","12/03/2024","12/02/2034","Completed","Not ARB or Ecology Eligible","03/17/2025","Saint Vulbas","Auvergne-Rhone-Alps","FR","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","161712","View","",
"ACR839","N/A","Tradewater, LLC","Tradewater - Thailand 2","Ozone Depleting Substances","Destruction of Ozone Depleting Substances (ODS) from International Sources","02/07/2023","02/07/2023","02/06/2033","Completed","Not ARB or Ecology Eligible","06/09/2023","965 Moo 2 Soi 3B Bangpoo Industrial Estate, Sukhumvit Rd Bangpoo Mai","Samut Prakan","TH","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land","GHD Limited","GHD Limited","193364","View","",
